id,user_id,date,start,end,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10
2598,241d58b0f92472905a56e7440114558c,2014-11-06,2014-11-06 15:41:15,2014-11-06 15:44:03,0,16,0,0,7,0,0,0,0,0,-8,0,0,-14,0,-13,-12,-4,0,0,0,0,0,0,0,0,0,0,0,0
2742,6dac3c3b845a1a8b1114d754edb86f1b,2014-11-18,2014-11-18 19:03:12,2014-11-18 19:06:31,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-2,0,0,0,0,0,0,0,-1,0,-7,0,0,-4
2436,d4e0289c19a09df69bd4ea8d12bcefd9,2014-10-27,2014-10-27 11:45:44,2014-10-27 11:47:52,3,-8,-9,3,9,-8,9,5,-12,4,-6,-2,-10,-9,0,-10,-6,-10,-12,-11,14,3,-7,6,-8,5,-12,-11,4,-10
2435,0f1f451f72b9d600df203f97ce817443,2014-10-27,2014-10-27 11:41:24,2014-10-27 11:43:45,0,0,0,0,-1,0,0,0,0,0,-3,0,0,0,-1,0,0,0,-2,-1,0,-1,-3,0,0,-3,0,-1,-7,0
2443,354ae80732c2897eca5da7fdfbe955d8,2014-10-27,2014-10-27 13:16:42,2014-10-27 13:18:53,5,-4,-2,-6,7,-5,3,3,1,-6,-2,-4,-9,-11,-2,-11,-4,-8,-4,-5,-4,-8,-3,-9,-8,-6,-3,-5,-5,1
2447,1963259014339705c377a8d92ed00756,2014-10-27,2014-10-27 13:42:53,2014-10-27 13:44:52,3,13,-2,5,13,1,-7,9,2,1,-13,-13,-13,-12,-12,-12,-13,-13,-6,-14,-12,-11,-13,-13,-12,-13,-12,-13,-14,-13
2521,c7103851fceee41e8ae4f6ccc7ebd200,2014-11-03,2014-11-03 15:01:38,2014-11-03 15:04:12,0,-14,-10,-9,-14,-15,0,0,-14,0,0,-14,0,-14,-9,-14,-10,-12,-12,-12,0,0,0,-13,0,-12,0,0,-13,0
2451,ac6caa4bdd779e049eab4802f50e4822,2014-10-27,2014-10-27 15:32:30,2014-10-27 15:34:29,-2,-7,-8,-8,-1,-10,-9,-6,0,-15,-5,-16,-15,-14,-13,-16,-14,-14,-10,-6,-5,-15,-9,0,0,-13,-1,0,-7,0
2452,2419f34aab1d3bf3a143df52f5b711db,2014-10-27,2014-10-27 15:33:32,2014-10-27 15:35:51,0,-9,-4,0,4,0,-10,0,0,-8,-8,-6,-10,-15,-12,-14,-8,0,-7,-11,-11,-15,-11,-13,-7,-11,-13,-13,-12,-11
2453,06ea0f4dc62bb0df822f470e6d10c33a,2014-10-27,2014-10-27 15:52:39,2014-10-27 15:54:25,-15,-8,-14,-7,-5,-6,-16,-14,1,-12,-15,-14,-14,-15,-15,-12,-12,-17,-16,-4,-14,-13,-16,-13,-11,-13,-13,-15,-15,-14
2455,03a69b5d864ac292d8c0fec3a13f773d,2014-10-27,2014-10-27 16:54:09,2014-10-27 16:55:43,-12,-11,-15,-14,-16,-16,-15,0,-11,-13,-17,-16,-13,-18,-17,-15,-15,-15,-14,-14,-15,-16,-12,-16,-17,-15,-14,-15,-13,-11
2457,43f9fd61a62fce6ce0eb10799b29721b,2014-10-27,2014-10-27 16:57:05,2014-10-27 16:58:31,-16,-15,-15,-16,-13,-14,-16,-14,-16,-13,-16,-16,-15,-16,-15,-16,-16,-16,-16,-16,-15,-16,-15,-16,-14,-15,-15,-15,-15,-16
2456,dc74730a0eab3714317a086613a2b401,2014-10-27,2014-10-27 16:55:43,2014-10-27 16:57:50,5,9,4,3,13,35,5,10,26,-5,-5,-16,-15,-16,-14,-16,-16,-10,-13,-13,-2,-2,-13,-6,-15,-15,-12,-4,-8,-11
2737,ca895468931ce17bb8e107333eb7ebb5,2014-11-18,2014-11-18 13:15:37,2014-11-18 13:17:58,-4,-3,19,0,0,-4,-13,0,0,-7,8,-14,-12,-14,-13,-14,-13,-15,0,-9,-12,-5,6,-13,-12,-11,0,-1,-6,-2
2719,0c88c7a01daeb841de141fedb419aef3,2014-11-17,2014-11-17 16:38:49,2014-11-17 16:41:07,18,-1,10,0,4,-4,-3,-9,-1,-2,-13,-13,-11,-15,-14,-13,-13,-10,-12,-10,-10,-12,-14,-7,-13,-11,-10,-12,-7,-12
2726,0186765fbbd059d3987f0e94bf92dc4b,2014-11-17,2014-11-17 18:21:13,2014-11-17 18:22:56,-16,-16,-6,-10,-14,-16,-13,-9,-16,-5,-14,-16,-13,-16,-16,-16,-16,-16,-10,-15,-12,-15,-16,-13,-14,-9,-16,-16,-12,-15
2465,024ac8bf93bee603723d9a6f182f38d5,2014-10-28,2014-10-28 12:15:07,2014-10-28 12:17:32,0,0,0,-7,18,18,0,0,9,25,-9,-14,-11,-17,-14,-14,-16,-15,0,-4,0,-3,-3,-5,-8,0,-2,0,0,0
2464,41f318e24805a2f90d47ca3b304f7873,2014-10-28,2014-10-28 11:59:36,2014-10-28 12:01:32,0,0,0,-8,0,0,0,0,0,0,-15,-10,-13,-15,-13,-15,-15,-16,-7,-12,-10,-14,-12,-14,0,-12,-13,-14,-3,-13
2471,565938606e1d9bd7da12b56fbaab6474,2014-10-28,2014-10-28 13:26:25,2014-10-28 13:27:59,-18,-16,-17,-15,-16,-17,-15,-17,0,-16,-16,-15,-17,0,-17,-18,-16,-17,-15,-15,-15,-14,0,0,-14,-16,-15,-17,-15,-11
2468,3ab499b2009cff0abcbdad6333cefa65,2014-10-28,2014-10-28 13:20:43,2014-10-28 13:22:52,0,0,0,0,3,0,0,0,0,0,-20,-18,-16,-18,-18,-19,-9,-17,0,1,0,0,0,0,0,0,0,0,0,0
2467,6d58ca5349cd83b77e8f3cfd44653395,2014-10-28,2014-10-28 13:20:58,2014-10-28 13:22:31,-15,-16,-2,-12,-14,-14,-8,-13,-14,-14,-13,-16,-12,-17,-15,-17,-17,-16,-15,-10,-14,-15,-17,-16,-17,-18,-17,-15,-16,-16
2472,142e0f937a061ca1dabca742eb0c3489,2014-10-28,2014-10-28 13:44:46,2014-10-28 13:46:41,0,0,0,0,0,0,0,-5,0,0,-9,0,-10,-16,-15,-16,-12,-16,0,0,-16,-15,-15,-16,0,-15,-11,-13,-15,-14
2556,95a2a1ab900df5c1a29921f188b0aa64,2014-11-04,2014-11-04 14:25:09,2014-11-04 14:27:49,31,14,29,2,48,23,3,8,3,0,-10,-7,-13,-17,-16,-16,-15,-10,-1,0,-8,0,1,10,-8,0,0,0,-4,0
2721,105d86ce0bd0195324058a822bd93187,2014-11-17,2014-11-17 16:44:27,2014-11-17 16:47:13,0,0,0,0,50,26,0,0,4,0,-14,-12,-12,-15,-14,-14,-11,-10,0,-2,0,-3,-2,-4,0,0,0,0,0,0
2651,a8f75f51f2106cf1d5fcbac6797771a4,2014-11-12,2014-11-12 11:49:20,2014-11-12 11:51:53,30,68,14,20,144,105,16,18,38,0,-17,-18,-13,-16,-18,-17,-8,-16,-5,-8,-16,-13,-13,-18,-16,-12,-17,-12,-16,-18
2474,aedc9b67d6b91513be41617bbbd4d3ae,2014-10-29,2014-10-29 12:08:30,2014-10-29 12:10:35,0,6,6,-9,23,25,10,-8,-8,6,0,-9,-11,-15,-14,-14,-16,-8,0,0,-7,-10,-15,-14,0,-16,-16,-15,-16,0
2480,12f3e7721d3f576b1a2cf2defbc6089f,2014-10-29,2014-10-29 13:59:28,2014-10-29 14:01:54,0,0,3,2,22,9,0,0,0,2,-10,-3,-13,-13,-6,-14,-15,-8,0,-8,0,-5,-8,-7,0,0,0,-6,0,0
2479,a3b0ab94e66a555a966920adc757d9c0,2014-10-29,2014-10-29 13:58:51,2014-10-29 14:01:25,6,0,-1,16,25,30,4,6,19,-5,-17,-16,-12,-15,-16,-17,-15,-16,-12,-10,-9,-13,-16,-12,-18,-17,-12,-16,-17,-16
2491,30461f734356c8703f8d625a757b7013,2014-10-30,2014-10-30 12:18:51,2014-10-30 12:20:20,-16,-16,-15,-14,-12,-14,-16,-14,-14,-17,-16,-16,-16,-17,-18,-15,-7,-16,-17,-12,-17,-14,-17,-16,-17,-16,-13,-17,-15,-16
2490,77dd15e6c420592386f2f877540430dc,2014-10-30,2014-10-30 12:11:44,2014-10-30 12:13:31,-13,-18,16,-9,24,9,-12,-17,-19,-15,-18,-14,-5,-15,-16,-18,-18,1,-10,-9,2,-18,1,1,-18,-19,-16,-18,-19,-19
2496,a3a69f173c68b3fb78b1ef6b30b6c584,2014-10-30,2014-10-30 13:36:34,2014-10-30 13:38:43,12,0,0,0,24,-11,0,-3,0,-13,-11,-8,-8,-16,-12,-14,-14,-12,0,-7,13,7,-8,0,7,4,0,-16,0,-10
2492,80922ff79cb7914d28d47bb1d7590f97,2014-10-30,2014-10-30 13:18:33,2014-10-30 13:20:43,0,-3,0,0,-5,46,31,29,21,21,-14,-18,-15,-15,-17,-16,-16,-17,-7,-8,-15,-9,-16,-14,-16,-15,-14,-16,-16,-14
2495,4eb1a2bbbe3c6b6839bca903c5c68e13,2014-10-30,2014-10-30 13:33:59,2014-10-30 13:36:01,0,0,-5,0,0,0,0,0,0,0,-11,-10,-8,-15,-15,-13,-11,-12,-2,0,-10,-9,0,-8,0,-3,-3,-9,0,0
2493,4d64cebde8a655e2315b1b1a79d1860f,2014-10-30,2014-10-30 13:28:09,2014-10-30 13:29:46,-14,-14,-12,-14,-14,-13,-13,-14,-13,-12,-13,-13,-13,-13,-14,-13,-14,-14,-14,-12,-13,-14,-14,-14,-11,-14,-14,-13,-13,-13
2727,bdb315123e8e9abe1bddfbd5ad13fca2,2014-11-17,2014-11-17 21:42:02,2014-11-17 21:44:41,0,-1,0,0,0,6,0,0,0,0,-14,-14,-5,-14,-9,-15,-12,-14,0,0,0,-11,-11,0,0,0,0,0,0,0
2508,119d8e345e8ea22a8c4af5c1b75611a2,2014-10-30,2014-10-30 16:59:50,2014-10-30 17:01:22,-14,-15,-14,-18,-18,-16,-7,-11,-11,-18,-15,-13,-17,-14,-13,-16,-15,-16,-13,-15,-14,-18,-16,-15,-16,-15,-16,-14,-7,-15
2507,f531110c8e1211f554214aa4fd9687f6,2014-10-30,2014-10-30 16:58:32,2014-10-30 17:00:17,-9,-5,-10,-9,-11,10,-5,-9,0,-8,-15,-16,-11,-15,-15,-14,-15,-15,-15,-11,-14,-12,-15,-15,-14,-15,-16,-4,-15,-14
2505,24d5769a8dc82dbd6fddb88f82ea4fff,2014-10-30,2014-10-30 16:52:47,2014-10-30 16:55:02,10,7,10,0,21,19,10,0,4,13,-14,-13,-12,-15,-14,-14,-14,-14,-8,-7,0,-11,-5,0,-4,-6,-7,0,0,0
2957,04a07a5a964530597eb81c62130b60cd,2015-01-22,2015-01-22 18:02:29,2015-01-22 18:07:19,7,13,12,25,27,9,25,0,13,27,-6,-12,-12,-15,-14,-13,-10,-12,10,-7,17,-8,0,-3,-6,12,7,-7,-5,3
2885,04c5ce96662d813c745601ec2dd8dc98,2014-12-08,2014-12-08 21:37:44,2014-12-08 21:40:15,0,0,5,0,14,0,0,9,0,0,-10,-13,-4,-13,-11,-15,-15,-9,0,-1,0,-5,-8,-8,-7,-4,0,0,0,-6
2523,f4d9d346ab4e050ddcd36d7ac6b97c96,2014-11-03,2014-11-03 15:19:28,2014-11-03 15:27:13,54,49,0,16,61,22,24,39,24,30,-13,-14,-15,-15,-15,-15,-11,-11,0,-8,0,-13,-2,-15,0,-8,0,0,-3,-1
2626,87da6f54232339b571efc9d2a0401e3e,2014-11-10,2014-11-10 15:27:38,2014-11-10 15:29:52,19,42,17,-6,54,60,-4,45,-13,-3,-15,-15,-13,-15,-15,-14,-10,-11,-1,-14,-16,-11,-12,-13,-8,-14,-14,-16,-12,-11
2627,b08507334576da3c24cedd45b580cad8,2014-11-10,2014-11-10 15:37:29,2014-11-10 15:39:46,-11,62,44,-12,21,-12,37,0,-10,-14,-2,-7,-6,-14,-13,-9,-12,-3,-2,0,0,0,-13,0,-6,-1,0,0,0,0
2532,4fdda99b07d1287dd2f52590d95c1db2,2014-11-03,2014-11-03 16:56:40,2014-11-03 16:58:41,0,4,-5,-8,10,5,-5,1,-4,8,-13,-13,-4,-14,-15,-8,-14,-3,0,-6,-9,-13,-12,-14,-10,-13,-10,-14,-13,-7
2534,4ad6a2581bf2dd52a7cbd09bcc00a1c5,2014-11-03,2014-11-03 17:27:00,2014-11-03 17:28:57,-15,-12,-14,-13,10,-6,-2,-11,-9,0,-5,-15,-13,-14,-13,-14,-13,-12,-15,-15,-10,-16,-16,-14,-12,-15,-16,-13,-15,-14
2548,1b6b2c5ac447e714a84878dcd1cb9391,2014-11-04,2014-11-04 12:00:27,2014-11-04 12:02:05,-7,-5,-12,0,-5,-7,-7,-7,-15,-10,-15,-16,-16,-17,-13,-16,-15,-15,-13,-14,-14,-14,-15,-15,-16,-14,-16,-16,-13,-15
2550,f0dbd23afa36829bc43f72f055a13579,2014-11-04,2014-11-04 12:21:35,2014-11-04 12:23:42,-11,7,5,17,18,-6,7,3,-5,-1,-11,-10,-8,-12,-13,-11,-13,-10,3,-10,-9,-6,-9,-11,-7,-11,-12,-13,-8,-10
2553,d25e9533dbea493103b53e54d306e135,2014-11-04,2014-11-04 13:17:23,2014-11-04 13:19:38,0,0,0,0,5,5,0,0,0,4,-6,-4,0,-11,-12,-11,-4,-6,0,0,0,0,0,0,-1,0,0,0,0,0
2554,e9c4e7b1f928b8bd4299bc70ded8fc5e,2014-11-04,2014-11-04 13:28:23,2014-11-04 13:30:27,30,9,-8,9,3,32,-13,-7,-14,15,-2,0,-13,-14,0,-15,-15,-14,-11,-8,-12,-12,-15,-14,-14,-11,-14,-14,-13,-12
2802,39b0e8e383fa2bdf01e14b5c190bd2cb,2014-11-24,2014-11-24 18:59:42,2014-11-24 19:02:32,24,33,-7,20,82,47,-9,44,31,19,-8,-5,-12,-14,-13,-13,-16,-14,-10,-1,-10,-14,-9,-13,-13,-14,-15,-14,-15,-7
2561,350b5fe95d98f923fe9c376c9753ef5a,2014-11-05,2014-11-05 11:52:43,2014-11-05 11:55:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,c634952b5666d2c1a6c750d388517085,2014-11-05,2014-11-05 12:52:46,2014-11-05 12:54:41,-2,0,-1,0,0,0,0,0,0,-1,-15,-14,-14,-15,-15,-15,-14,-8,-10,-6,-13,-11,-15,-12,-10,-9,-8,-13,-8,-3
2569,d4177a8652b9c0bf10751fa37f71ef68,2014-11-05,2014-11-05 13:42:15,2014-11-05 13:44:38,0,8,0,0,11,0,0,4,0,12,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
2570,169f68de7e9dee68348a12e68f36b42a,2014-11-05,2014-11-05 13:53:27,2014-11-05 13:55:13,0,0,-6,-4,0,0,0,-4,0,0,-17,-17,-17,-14,-16,-15,-11,-15,-16,-12,-13,-16,-14,-15,-16,-15,-17,-17,-15,-7
2571,30d930ce12890ce40d09a801b58884fd,2014-11-05,2014-11-05 14:21:12,2014-11-05 14:22:38,-15,-14,-16,-14,-15,-13,-15,-14,-14,-7,-18,-16,-17,-14,-17,-14,-15,-16,-15,-14,-16,-16,-16,-17,-13,-17,-17,-16,-14,-16
2674,f5492eafb0b6fe410e912b3868eb8025,2014-11-13,2014-11-13 13:27:46,2014-11-13 13:29:50,-16,-5,-16,-16,-12,-15,-14,-15,-14,-15,-6,-3,-11,-14,0,-15,-8,-8,-13,-9,-13,-13,-13,-9,-7,-10,-14,-16,-10,-13
2591,87847f2177c41da87833367fee287a51,2014-11-06,2014-11-06 13:30:43,2014-11-06 13:32:37,-10,-14,-11,-7,0,0,-3,-12,-11,-8,-5,-7,-12,-11,-6,-9,-10,-11,-3,-4,-12,-11,-11,-13,6,-9,-13,-7,-13,-10
2593,a64e2fb72080840abc93314408764812,2014-11-06,2014-11-06 13:49:20,2014-11-06 13:51:24,0,0,0,0,0,0,0,0,0,0,-11,-12,-9,-14,-13,-13,-14,-12,0,0,-13,-11,-11,-6,-13,-13,-14,0,0,-5
2605,8db9dc3169d7482fcf2df4829bc4e3be,2014-11-06,2014-11-06 17:14:03,2014-11-06 17:15:44,-14,-15,-14,-12,-14,-15,-14,-13,-12,-13,-16,-16,-14,-15,-17,-17,-12,-17,-15,-14,-6,-15,-14,-15,-15,-17,-16,-14,-17,-16
2604,b3734f97a7ee9488798be136923be390,2014-11-06,2014-11-06 17:12:18,2014-11-06 17:14:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,d7b2305e0a4d218557eeeec6fa529e9d,2014-11-07,2014-11-07 12:45:21,2014-11-07 12:47:50,-6,-7,44,33,87,65,16,-9,-14,0,-15,-15,-15,-15,-13,-16,-12,-12,-15,58,0,-13,-16,-12,-14,-13,-9,-16,-11,-12
2609,cbb8f6855786f50ea28cc389ecddeee5,2014-11-07,2014-11-07 14:22:20,2014-11-07 14:24:59,16,6,0,6,0,16,0,8,4,6,-4,-4,0,-8,-6,-6,-6,-2,0,0,-2,0,-2,-4,-5,-2,0,0,0,0
2610,f15f7f88ab66b455b59fb6bf82fb2251,2014-11-07,2014-11-07 16:06:22,2014-11-07 16:08:30,0,0,0,0,0,0,1,0,0,0,-10,-14,-1,-13,-9,-3,-11,-13,0,0,0,-10,-11,-9,-7,-7,-5,-10,-5,-9
2804,264e6c32a63e324220c7749de8937e5b,2014-11-24,2014-11-24 21:16:33,2014-11-24 21:19:03,0,0,0,0,8,0,0,0,0,0,-12,-12,-7,-16,-12,-13,-15,16,0,0,0,0,0,-6,-5,0,0,0,0,0
2652,8fd7ba9ce7feb714a1988488c90bcc94,2014-11-12,2014-11-12 12:28:08,2014-11-12 12:30:29,47,0,36,0,98,0,0,38,0,0,-3,-16,-11,-12,-16,-15,-15,-18,-8,-2,-16,-12,-19,-12,-15,-16,-14,-17,-16,-16
2863,eadda51c0565e9034aceb74d4442f33d,2014-12-02,2014-12-02 14:47:55,2014-12-02 14:50:48,6,-4,6,-10,24,-3,39,10,-10,2,-14,-10,-14,-12,-13,-15,-15,-14,-14,-10,-8,-13,-14,-12,-13,-9,-11,-14,11,-15
2854,3cb418421a917d25cf7e3ad1767c43fa,2014-12-01,2014-12-01 15:38:29,2014-12-01 15:41:16,5,8,0,0,46,0,31,24,16,-6,-14,-14,-11,46,-13,7,-11,-11,-12,-11,3,-4,0,-6,-2,-10,-4,-7,-12,-3
2855,44d2bf827473ab0bb7ac7f1b9da9397a,2014-12-01,2014-12-01 15:53:07,2014-12-01 15:55:35,0,0,5,0,0,0,0,0,0,0,-13,-15,-12,-16,-16,-17,-15,-16,0,0,-9,0,0,-4,0,0,0,-12,0,0
2870,7772b5a50b746a032385f8a7327fedc3,2014-12-04,2014-12-04 10:31:21,2014-12-04 10:33:16,-10,0,0,-10,-1,-8,-1,-9,-1,0,-16,-14,-11,-16,-14,-9,-15,-13,0,-16,-3,-2,-15,-15,-4,-5,-10,-3,-10,-10
2850,8c95e8030129fea5c4a8d3033e7c07a7,2014-12-01,2014-12-01 14:41:01,2014-12-01 14:43:49,0,10,11,0,0,0,0,0,0,0,-5,-15,-3,-14,-13,-15,-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,e732dfdacf5d0ed9b471863d94af71d8,2014-12-01,2014-12-01 12:34:58,2014-12-01 12:36:47,0,0,0,-4,0,-1,-1,-2,-1,-4,-15,-18,-17,-18,-13,-15,-14,-12,-15,-14,-12,-19,-13,-15,-18,-15,-15,-18,-15,-13
2849,f644018703ea8a8970d0708efa8cf246,2014-12-01,2014-12-01 14:12:43,2014-12-01 14:18:12,7,9,4,7,22,9,0,11,4,0,-14,-12,-12,-12,-14,-5,-12,-11,-12,-8,-7,-12,-12,-9,-12,0,-13,-11,-13,-13
2887,a68e00efd2a72cc380d1f5ec8a25fec5,2014-12-12,2014-12-12 19:27:41,2014-12-12 19:31:55,1,11,42,0,27,68,25,130,66,65,-1,-6,-2,-1,-1,-2,-2,-1,0,0,25,-3,-3,0,0,-2,0,28,0,0
2868,4b1bc2e0979056b0bc7d8102b4f43d72,2014-12-03,2014-12-03 19:54:07,2014-12-03 19:56:28,0,0,0,0,0,0,0,0,0,0,-6,-11,-7,-14,-13,-13,-14,-10,-7,-2,-8,-9,-12,-6,-7,-8,-9,-12,-10,-10
2874,c04125934cf289cdd882ae0b2edd83e6,2014-12-04,2014-12-04 14:01:24,2014-12-04 14:03:44,0,0,0,0,0,0,0,0,0,0,-12,0,0,-4,0,-17,-9,0,0,0,0,0,0,0,0,0,0,0,0,14
2883,75ed9c3775cfb35f2c418fd673e86dbc,2014-12-06,2014-12-06 21:17:47,2014-12-06 21:21:44,84,73,35,59,63,82,34,45,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,b109c2f056cd75e3ad907a63a2531d09,2015-01-19,2015-01-19 12:01:54,2015-01-19 12:03:44,-12,-8,-14,-5,-6,-13,-12,-10,-9,-12,-11,-4,-11,-4,0,-10,0,0,-12,-11,-13,-8,-14,-14,-13,-14,-14,-15,-16,-13
2892,16d21da218af737256bc9ead9c5a1065,2015-01-19,2015-01-19 12:17:53,2015-01-19 12:20:56,21,8,7,16,40,10,49,27,13,5,-7,-4,7,-7,3,-5,6,5,5,7,4,12,19,-5,19,8,2,-3,12,2
2896,20df0a66626969b381a7e64b0cb58cd9,2015-01-19,2015-01-19 13:36:59,2015-01-19 13:38:30,-14,-16,-18,-17,-18,-17,-16,-18,-18,-12,-3,-3,-16,-10,-4,-10,-10,-6,-18,-17,-17,-16,-17,-18,-13,-17,-11,-17,-17,-17
2894,5a276b216a7712593186f32a61716704,2015-01-19,2015-01-19 13:24:36,2015-01-19 13:26:45,0,0,0,0,0,0,0,0,0,0,-12,-7,-12,-12,-13,-14,-14,-12,0,0,0,-10,-10,-12,-12,-9,-12,-12,0,-6
2898,9e245b03a35a51ec9bb49bf6aa1cfa5d,2015-01-19,2015-01-19 13:50:48,2015-01-19 13:52:45,0,0,-8,-7,-7,0,0,-7,0,0,0,-13,-14,-14,-14,-14,-13,-11,0,0,-15,-14,-12,-14,-13,-14,-15,-10,-15,-15
2895,0cced9dc4a8049e20a789a4383bae307,2015-01-19,2015-01-19 13:29:58,2015-01-19 13:32:10,-4,34,-13,16,25,28,26,31,26,60,-14,-14,-14,-14,-14,-15,-14,-13,-14,-14,-14,-14,-12,-14,-14,-16,-15,-13,-14,-15
2897,2cbd13a0ece09b6bfef742835ff98ace,2015-01-19,2015-01-19 13:43:42,2015-01-19 13:45:21,-9,-4,-12,-2,-7,-11,-3,-2,0,-6,-15,-16,-16,-15,-15,-16,-17,-15,-15,-14,-14,-16,-15,-15,-16,-16,-14,-15,-15,-16
2900,1ab873c49f5fa64f29792b0e6e3ac1e9,2015-01-20,2015-01-20 11:47:47,2015-01-20 11:49:18,-16,-12,-13,15,-13,-15,-13,-15,-9,-14,-15,-14,-16,-13,-13,-11,-13,0,-13,-14,-13,-13,-12,-11,-15,-14,-11,-15,-14,-13
2903,ae94a18f0cb55b3ca9faa1e101693f9b,2015-01-20,2015-01-20 11:59:39,2015-01-20 12:01:25,6,3,-13,10,13,0,-12,-12,11,-13,-13,-15,-16,-13,-17,-15,-15,-15,-14,-13,-12,-13,-14,-15,-15,-14,-15,-14,-13,-13
2906,625f87822842f2a69ef6494fecfd7f44,2015-01-20,2015-01-20 12:16:29,2015-01-20 12:18:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,f0002d26ce92dc99adc27afa819c337e,2015-01-20,2015-01-20 13:21:10,2015-01-20 13:23:32,21,35,0,7,36,28,21,32,24,0,-16,-17,-9,-19,-15,-13,-16,-10,0,-4,-12,-12,-13,-11,-14,-10,0,-6,-4,-4
2912,25ba1e824d4ed04c8da29d6234c9ca01,2015-01-20,2015-01-20 13:37:33,2015-01-20 13:39:27,12,-9,-7,3,0,-8,4,2,3,22,-11,-12,-12,-14,-12,-15,-12,-12,0,-9,-7,-14,-13,-6,-14,-12,-13,-13,-13,-12
2913,098752625b4b9ef82e03860d100036a0,2015-01-20,2015-01-20 13:42:22,2015-01-20 13:44:23,0,0,0,0,32,18,-8,3,0,8,-15,-16,-13,-16,-17,-17,-16,-14,-10,-11,-10,-13,-14,-12,-12,-12,-14,-15,-13,-13
2921,5f94fa903f2c5ecace3147f46a68ef81,2015-01-20,2015-01-20 15:42:26,2015-01-20 15:44:51,28,-12,18,5,41,0,16,-14,61,5,0,4,-1,1,-10,-12,-13,1,-13,0,0,1,-10,-6,-10,-11,-13,-11,-8,-13
2918,4f53179a310a751a95023d5392a03707,2015-01-20,2015-01-20 15:25:45,2015-01-20 15:27:48,-5,-8,0,0,0,0,0,0,0,-8,-10,-7,-14,-16,-15,-15,-14,-15,0,0,-10,-9,0,0,-12,-10,-10,-11,-5,-8
2923,cf37bdbb29ccb68ac32495174688e65d,2015-01-20,2015-01-20 15:52:19,2015-01-20 15:54:38,0,0,-3,-3,-5,-9,-3,-11,-5,-2,-11,-10,-11,-15,-11,-14,-12,-8,-5,-3,0,-6,-2,0,0,0,0,-5,0,0
2922,3f7e075a8beb035b3729803563b3c261,2015-01-20,2015-01-20 15:45:30,2015-01-20 15:47:40,0,-6,-2,0,-2,0,0,0,0,0,-14,-15,-12,-15,-16,-14,-15,-12,-9,-12,0,-5,0,-12,-11,0,0,0,0,0
2924,90c30b289afe5b6d244d871193b66e4f,2015-01-20,2015-01-20 16:11:10,2015-01-20 16:14:22,0,28,15,42,292,180,45,58,24,28,-15,-16,-14,-16,-15,-18,-16,-13,1,-9,-14,-17,-2,-17,-13,-13,-15,-14,-17,-13
2920,0b888f41ad16a0460f0c789ce87fe914,2015-01-20,2015-01-20 15:40:42,2015-01-20 15:41:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,ed12fa15a268d4c3a309cb5df84bea42,2015-01-21,2015-01-21 12:21:12,2015-01-21 12:23:47,0,0,-5,0,16,0,-6,6,9,6,0,0,-3,-9,0,-8,-6,-7,-3,0,0,-8,0,-5,0,-5,-7,-5,-6,-6
2938,2fe25c8305ef37d651f231d565833962,2015-01-21,2015-01-21 14:08:05,2015-01-21 14:10:16,0,0,0,0,0,0,0,0,0,0,-13,-12,-10,-13,-11,-13,-11,-12,0,-8,-6,-11,-11,-12,-12,-13,-14,-13,-13,-12
2944,14d284566409637ff33d59bd0fe84c4b,2015-01-21,2015-01-21 15:44:34,2015-01-21 15:46:52,0,0,0,-2,0,5,0,0,0,0,-10,-6,-6,-8,-9,-8,-3,-1,-2,0,0,-1,-1,0,0,0,0,0,0,0
2945,f4b4e88c966e35ca54e3c92482998832,2015-01-21,2015-01-21 15:45:28,2015-01-21 15:47:35,8,19,9,0,12,10,0,0,12,2,-19,-10,-16,-15,-20,-15,-15,-16,-12,-14,-12,-19,-13,-15,-14,-15,-15,-13,-10,-14
2941,b72adade86d30cbb9a1d47482d026c4d,2015-01-21,2015-01-21 15:33:59,2015-01-21 15:36:06,0,10,0,-6,7,6,0,-6,2,36,-10,-17,-14,-15,-17,-17,-17,-11,0,-9,0,-3,-18,-15,-5,-7,-17,-17,-18,-9
2946,c77c878df04b6572523b2a421a9e2888,2015-01-21,2015-01-21 16:32:06,2015-01-21 16:34:05,0,0,-2,0,0,0,-5,40,-1,-4,-14,-15,-13,-16,-16,-16,-11,-12,-2,-9,-3,0,-11,-15,0,-9,-6,-11,-5,-14
