id,user_id,date,start,end,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10
1544,0eeb6430bb10842afcb5c4959f8021a2,2014-02-04,2014-02-04 16:42:16,2014-02-04 16:44:11,0,0,0,0,0,0,0,0,0,0,0,-14,-14,-14,-13,-14,-15,-15,-5,-13,-10,-15,-15,-15,-11,-15,-13,-16,0,-17
1563,57eec5f9e64cfde4ffa0a114385b184a,2014-02-05,2014-02-05 13:39:45,2014-02-05 13:41:17,-14,-15,-14,-14,-15,-15,-15,-16,-13,-14,-15,-16,-16,-14,-15,-15,-16,-16,-14,-15,-15,-15,-15,-16,-15,-15,-16,-10,-16,-16
1561,db1a19503a68d63ea0016b0b9615e3d9,2014-02-05,2014-02-05 13:22:55,2014-02-05 13:24:35,-13,-15,-15,-15,-14,-5,-15,-15,-8,-14,-9,-14,-14,-13,-14,-13,-15,-16,-12,-12,-14,-16,-12,-13,-14,-12,-14,-13,-14,-12
1564,b130b5df1153c847f603bae61a41cbcb,2014-02-05,2014-02-05 14:20:44,2014-02-05 14:22:53,8,8,-6,6,26,24,5,6,12,4,-12,-13,-9,-14,-13,-14,-13,-8,-8,-10,-12,-11,-10,-11,-12,-14,-12,-12,-11,-6
1572,6b6a65fbd6345f062e0ad9b155d82983,2014-02-05,2014-02-05 15:06:21,2014-02-05 15:09:12,0,76,99,75,28,31,65,0,11,2,-10,-13,-10,-13,-14,-13,-12,-12,17,13,7,-9,-13,-13,-14,-12,-1,-8,-8,0
1601,d7ef2104254980ead530fc35b326f2be,2014-02-11,2014-02-11 13:14:33,2014-02-11 13:16:30,0,0,-14,-12,4,5,-10,-1,0,0,-12,-12,-12,-13,-13,-12,-14,-12,-1,-13,-13,-10,-9,-11,-12,-10,-13,-12,-13,-13
1651,d1a7a13044c08291ead48d8dc4f25e70,2014-02-12,2014-02-12 16:38:31,2014-02-12 16:41:23,6,53,76,-8,35,30,-2,46,-5,52,-16,-15,-9,-15,-15,-15,-5,-4,0,-6,-15,-16,-15,-12,-14,-16,-14,-14,-16,-10
2128,bfa7ea3edecead84d5fb6e6f286a2be1,2014-09-22,2014-09-22 15:26:39,2014-09-22 15:29:05,2,2,2,12,2,3,1,1,1,1,-2,-2,2,-1,-1,-2,1,2,-1,-2,-1,-1,-1,-2,-2,-1,-2,-1,-1,-2
1980,b9253d1eac9ddb4c8b39c2ac43694215,2014-04-30,2014-04-30 11:51:52,2014-04-30 11:52:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,6a2c4ef179b4492462d76fa55f7c795e,2014-05-01,2014-05-01 15:29:21,2014-05-01 15:31:33,-7,0,0,-12,-11,0,0,0,0,0,0,-13,0,-15,0,0,0,0,0,0,0,0,0,-13,0,0,0,-13,-12,0
3007,831742adbd87fd971b9d4e80d6f2b900,2015-01-28,2015-01-28 12:54:17,2015-01-28 12:56:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,64399bde2566c79bedb8153436e594f8,2014-09-24,2014-09-24 11:56:05,2014-09-24 11:57:54,-7,0,-6,-6,0,0,0,0,0,-4,-11,-3,-5,-16,-17,-16,-17,-7,0,0,-17,-15,-11,-18,-15,-17,-16,-18,-15,-16
1746,67f4a16ac534f1642606de3524e6cce1,2014-02-26,2014-02-26 13:22:10,2014-02-26 13:23:41,-13,0,0,-17,-12,-6,-18,-16,-16,-16,-15,-17,-17,-16,-18,-16,-18,-19,-19,-16,-17,-16,-18,-19,-15,-18,-18,-18,-17,-17
1771,723a76fcfbf6c00ac3a0cbd569585798,2014-02-28,2014-02-28 13:49:06,2014-02-28 13:51:32,0,0,0,0,15,23,-2,0,0,-3,-8,-9,-9,-14,-10,-15,-13,-9,0,-8,0,-5,-8,0,0,-6,0,-5,-1,-8
2462,9ee442b27f44f4b5174c9abdb47e664d,2014-10-28,2014-10-28 11:50:11,2014-10-28 11:52:21,-12,-5,-12,0,0,-12,-7,-12,-7,-8,0,0,-5,-12,0,-11,0,-3,-7,-6,5,10,3,-6,4,-7,9,-2,-7,-10
1747,a68c43d536f011f95a81339a80fc1dd2,2014-02-26,2014-02-26 13:22:21,2014-02-26 13:24:32,7,5,-2,-5,3,-6,4,5,6,5,-7,-8,-6,-13,-12,-16,-14,-12,-7,-7,-9,-6,-10,-6,-12,-7,-10,-6,-6,-6
1737,271f2cce81b28ae1e82f0c26a51344df,2014-02-25,2014-02-25 16:54:43,2014-02-25 16:56:47,0,-2,-4,8,6,0,7,1,0,-7,-13,-13,-9,-11,-16,-15,-16,-11,-6,-12,-11,-12,-11,-13,2,-10,-9,-8,-11,-10
1847,5f789f63aa03e833fb9b059a84212372,2014-03-09,2014-03-09 20:50:50,2014-03-09 20:54:35,-9,-10,-7,-10,-9,-9,-7,-8,-11,-9,-8,-6,-9,-5,-7,-8,4,-5,-9,-10,-8,-7,-10,-9,-7,-4,-10,-8,-10,-6
1876,c593d79302d7c8ce60ef5e2bd4f7ef22,2014-03-11,2014-03-11 19:15:12,2014-03-11 19:18:00,0,8,-4,4,20,40,33,7,0,10,-1,-11,-9,-16,-7,-16,-14,-10,0,-8,-12,3,-6,-10,0,-9,-12,-1,0,-11
1837,518db0177cb7c93d7684083e0efcf9b7,2014-03-08,2014-03-08 19:41:06,2014-03-08 19:43:20,4,-7,6,-13,19,-14,6,-5,-17,-11,-15,-14,-15,-15,-17,-14,-14,-16,-17,-14,-15,-15,-15,-15,-11,-18,-16,-13,-18,-16
1852,90119268b82cd003628d779f660dd2d3,2014-03-10,2014-03-10 16:11:17,2014-03-10 16:14:34,26,29,39,19,17,8,30,22,22,35,-11,-9,9,-13,-1,0,0,0,0,27,0,-9,0,-11,13,0,-3,-9,-8,-6
1829,b972a39617b7ca889421dd38b2205761,2014-03-08,2014-03-08 00:04:36,2014-03-08 00:06:48,-15,0,26,-15,-14,-12,-5,-13,-1,23,-14,-13,-13,-15,-13,-14,-14,-15,-13,-12,-7,-14,-13,-14,-9,-13,-14,-14,-14,-13
1822,90e959815451f1dcfa91548c3697ca87,2014-03-07,2014-03-07 16:03:25,2014-03-07 16:05:53,6,9,0,55,33,36,18,8,0,0,-16,-15,-14,-16,-17,-16,-16,-7,-10,-10,-11,-16,-13,-7,-17,-16,-8,-15,-15,-10
1854,40d9e89dc02370c88eab05fb64bed970,2014-03-10,2014-03-10 16:28:46,2014-03-10 16:31:11,9,10,7,13,0,10,16,9,10,-2,-11,-10,-8,-12,-11,-10,-11,-11,0,-6,-10,0,-10,-8,-7,-10,-9,-7,-9,-10
1830,32a273539c5f9f57acf1c63a7da8f070,2014-03-08,2014-03-08 13:13:20,2014-03-08 13:16:51,19,18,24,4,13,16,10,18,0,0,-16,-16,-15,-16,-15,-10,-14,-14,-10,-10,-13,-16,-12,-12,5,-12,-11,-8,-12,-15
1834,1cc6bbee573ac0c538ca958494c0afd9,2014-03-08,2014-03-08 17:42:48,2014-03-08 17:45:42,26,8,33,20,28,18,22,24,18,38,-10,-10,-12,-10,-13,-10,-13,-11,-11,-5,-11,-12,-13,-12,-13,9,-10,-13,-13,-11
1835,7ac997c52bcee8f02fd50ce0c06841bd,2014-03-08,2014-03-08 18:45:19,2014-03-08 18:47:46,0,0,0,0,0,8,0,8,0,0,-14,-14,-12,-14,-14,-13,-14,-1,0,0,0,0,-8,-11,22,0,0,0,0,0
1853,e27599e36f8150095c6951a23e653a8a,2014-03-10,2014-03-10 16:24:36,2014-03-10 16:27:15,24,35,28,18,25,34,16,15,5,13,-14,-15,-13,-12,-15,-16,-15,-13,-12,-8,-13,-15,-16,-14,-10,-15,-16,-15,-16,-7
1839,7544612c032589cb419cd8515fbe65a1,2014-03-08,2014-03-08 22:06:16,2014-03-08 22:07:58,-16,-17,-18,-18,-16,-17,-2,-18,-17,-11,-17,-16,-18,-9,-18,-18,-17,-18,-14,-19,-18,-19,-15,-18,-19,-17,-18,-15,-13,-18
2001,a178a639c882e1891342d2ba48297261,2014-05-02,2014-05-02 17:25:49,2014-05-02 17:28:08,-2,-6,0,0,19,0,-2,-5,0,3,-14,-12,-10,-14,-11,-13,-15,-13,-3,-6,-12,-9,-13,-2,-14,-14,-12,-14,-13,0
1823,01ca73a2660a03416275e8fc0f6794da,2014-03-07,2014-03-07 16:15:03,2014-03-07 16:17:18,0,4,-3,0,0,-8,0,-13,0,0,-8,-14,-10,-13,-14,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0,-5
1849,e5d795c41705ca1477902fd9a04ecc84,2014-03-10,2014-03-10 14:31:11,2014-03-10 14:33:19,0,3,0,0,0,-5,-2,0,0,-18,-12,-11,-15,-18,-9,-16,-16,-16,-14,-18,-17,-16,-13,-10,-16,-16,-16,-14,0,-9
1821,c21fc9fa94926f6bc06dae69b736a861,2014-03-07,2014-03-07 15:59:35,2014-03-07 16:02:40,47,0,0,43,0,42,115,0,0,48,-14,-13,-15,-16,-14,-10,-17,-16,13,24,0,0,0,0,0,0,11,48,0,0
1833,bb3bb791c49e5e6361aae17335606718,2014-03-08,2014-03-08 17:08:24,2014-03-08 17:10:00,-14,-14,-9,-13,-15,-13,-15,-14,-15,-14,-15,-15,-14,-15,-13,-16,-13,-16,-15,-15,-15,-14,-14,-13,-14,-17,-15,-15,-15,-13
1938,e6563f475822ab6619bc4da1230f3ed9,2014-03-20,2014-03-20 16:17:33,2014-03-20 16:20:02,24,-4,0,5,14,10,0,0,0,0,-15,-12,-14,-16,-14,-13,-16,-6,-5,0,-14,-11,-16,-13,-16,-16,-15,-15,-16,-13
1999,186be85b547464fb8718712318590eee,2014-05-01,2014-05-01 17:54:14,2014-05-01 17:56:34,0,-10,-14,-10,0,-13,11,-9,0,5,-14,-17,-11,-16,-14,-14,-15,-16,-15,-9,0,-11,-14,0,11,0,0,-6,0,0
1851,f5f3d82399fe2367cef133e7dca3b8ac,2014-03-10,2014-03-10 15:26:51,2014-03-10 15:30:35,34,0,31,37,110,0,25,66,24,30,-6,-12,0,-12,-15,-13,-11,-14,24,0,0,0,0,0,45,27,25,32,0,1
1904,022619327f60d4354b66c60cff8eb2cd,2014-03-16,2014-03-16 19:31:04,2014-03-16 19:33:09,0,0,0,0,0,-8,0,0,0,8,-15,-16,-16,-19,-16,-16,-17,-16,0,-10,-15,-13,-16,-15,-9,-9,-15,-11,0,0
1841,35333881ed9cdda290c30296c5c72295,2014-03-09,2014-03-09 15:01:18,2014-03-09 15:03:52,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0
1820,4495cc86cd9279a38c08c5c489c83fe9,2014-03-07,2014-03-07 15:54:32,2014-03-07 15:56:27,-14,-12,-14,-10,-12,-14,-10,-14,-13,-13,-11,-4,-9,-11,2,-11,-4,-9,-13,-12,0,-12,-12,-13,-11,-12,-14,-11,-14,-13
1939,b6fddd180eff6923061731d2a94f930b,2014-03-21,2014-03-21 14:08:01,2014-03-21 14:10:44,34,15,23,29,28,43,19,17,17,0,-15,-14,-13,-14,-11,-15,-15,-12,-10,-8,-8,-11,-13,-8,-11,-13,-11,-2,-8,-9
1827,dc29dbd0fa10cab29b589a25b53aeae6,2014-03-07,2014-03-07 20:00:20,2014-03-07 20:02:34,-8,-16,27,-9,14,-13,-13,-15,10,-15,-13,-13,-14,-13,-15,-13,-13,-13,-10,-16,-14,-9,-9,-13,-12,-11,-11,-13,-12,-8
1844,abcd7cdda55d9c56c8eb85d8b8a37a25,2014-03-09,2014-03-09 18:31:41,2014-03-09 18:35:44,61,126,77,71,86,33,19,231,62,9,-1,-13,9,-8,-4,-9,-9,-11,38,39,-11,-7,-11,-5,-12,10,-13,-3,5,-11
1826,45ad5be372672b40c153f6367b559eb8,2014-03-07,2014-03-07 18:13:40,2014-03-07 18:16:05,25,19,28,89,51,7,19,31,6,-15,-15,-12,-15,-9,-15,-12,-13,-15,-14,-14,-16,-13,-15,-16,-14,-15,-16,-13,-16,-12
2026,f363d54d4fd60590bfc64532758356c6,2014-05-08,2014-05-08 14:39:53,2014-05-08 14:41:44,32,-14,25,-14,-15,-14,7,-13,6,27,-13,-14,-15,-14,-14,-15,-15,-12,-15,-14,-15,-14,-11,-14,-15,-13,-16,-13,-14,-15
2027,37afed980cc1fa9a08be7f51c8969f24,2014-05-08,2014-05-08 17:54:41,2014-05-08 17:58:39,0,0,0,0,0,-7,-1,0,-6,-13,-13,-11,-7,-13,-12,-13,-6,-14,-6,-3,-7,-7,-13,-10,0,-14,-6,-10,-12,-14
1828,7cef806fd83498a1c1cbb0da7516768d,2014-03-07,2014-03-07 21:05:50,2014-03-07 21:08:18,0,10,0,0,0,0,12,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
1824,db18878a020d1f31907ed55156518cdb,2014-03-07,2014-03-07 17:06:35,2014-03-07 17:08:47,0,0,0,-9,0,2,-1,-2,-12,-4,-9,-11,4,-7,-10,-10,-9,-9,-10,-9,-8,-10,-6,-5,-10,-13,-12,-11,-11,0
1762,d123640e64cebc87119ac923b7c8f5c5,2014-02-26,2014-02-26 17:00:10,2014-02-26 17:02:35,4,1,2,0,6,9,0,0,5,3,-3,-6,0,-2,-2,-5,-3,-1,0,0,-3,-3,-4,-1,-2,-5,-3,-3,-2,-3
1761,ce34eb486df090b27b993ff40c2db2f1,2014-02-26,2014-02-26 16:41:13,2014-02-26 16:43:13,14,-11,-11,-12,19,28,12,13,-1,-10,-16,-13,-14,-14,-15,-17,-14,-10,-13,-15,-12,-15,-9,-14,-14,-15,-14,-14,-13,-15
1819,61c7ecc67a4f8398ba9d713121f3ee3f,2014-03-07,2014-03-07 15:38:53,2014-03-07 15:41:17,0,0,0,0,15,6,0,0,0,0,-8,-14,0,-13,-14,-14,-14,-12,-9,-2,-8,-15,-14,-6,-14,-11,-5,-8,-10,-6
1831,a5c7a38a5ac92b4d36200f6d7e28c063,2014-03-08,2014-03-08 13:44:19,2014-03-08 13:46:14,-11,-15,-13,-14,-14,-13,-14,-14,-12,0,-1,-15,-15,-14,-15,-14,-14,-13,0,-13,-11,-14,-8,-14,-14,-15,-14,-12,-12,-12
1832,50b4afcf96453b8cd5839ef252d6689f,2014-03-08,2014-03-08 15:56:42,2014-03-08 15:59:23,0,0,0,0,0,0,0,0,0,0,-6,-3,0,-6,-6,-4,-3,0,0,0,0,0,0,0,0,0,-1,0,0,0
1816,6e6e3e3486071aceded55a69ed060c40,2014-03-07,2014-03-07 15:19:08,2014-03-07 15:21:38,0,25,0,0,7,-1,0,21,21,-1,-14,-14,-13,-14,-15,-14,-19,-15,-7,-9,0,-14,-15,-10,-13,-12,-14,-14,-11,-8
1842,a45492ea2d1ce06f831b75c3586c4220,2014-03-09,2014-03-09 16:17:20,2014-03-09 16:20:32,41,14,19,7,25,32,0,28,12,13,-13,-12,-4,-14,-14,-7,-12,-10,-3,0,-6,-2,-12,-6,-9,-10,-7,-6,-9,-5
1857,a19282b6d3b748477a0cef035ffcd7e8,2014-03-10,2014-03-10 21:10:32,2014-03-10 21:13:14,-9,0,7,-6,38,0,0,-9,0,20,-9,-10,-12,-12,-4,-5,-9,4,0,-8,0,0,0,-9,0,0,0,-9,0,0
1846,85f1759260d9de2fc637fcc28e06a4ed,2014-03-09,2014-03-09 20:35:10,2014-03-09 20:38:11,23,16,-12,14,-14,-15,-11,-15,-13,-11,8,-14,-6,-12,25,-7,-12,-14,34,26,-10,54,-12,18,26,-5,-9,-12,52,4
2031,85bee7a5cdeb9183a70eab5f23bea6a1,2014-05-11,2014-05-11 11:08:02,2014-05-11 11:10:27,-6,-8,0,-10,-3,-9,-9,-6,-11,-7,-6,-7,-12,-14,-4,-6,-15,-8,-11,-14,-6,-12,-2,0,-4,0,-5,-5,-3,-7
1895,79546c9b4f21345e516dd700c21b22d5,2014-03-12,2014-03-12 21:01:40,2014-03-12 21:03:38,9,-10,1,3,6,5,2,-17,3,-14,-17,-15,-16,-18,-17,-16,-17,-17,-14,44,-17,-14,-15,-15,-16,-15,-16,-14,-17,-16
1726,cc5bb0e53f98f4d4f9c75bae5c4f6418,2014-02-25,2014-02-25 11:52:01,2014-02-25 11:54:25,0,29,0,0,0,41,0,30,0,0,-12,-13,-10,-13,-12,-12,-13,0,0,0,0,-9,0,-13,-9,-10,0,-10,-13,-2
1725,1ec9432266f8309c9267b72c60124ed8,2014-02-25,2014-02-25 11:50:57,2014-02-25 11:53:26,34,3,16,3,35,18,1,38,-5,18,-12,-15,-9,-12,-12,-14,-14,-5,0,-6,-3,-9,-11,-13,-11,-12,-12,-11,-9,-6
1727,28159b68d8e80b97ff651286c8b293c9,2014-02-25,2014-02-25 12:20:37,2014-02-25 12:22:16,-14,-9,-14,-6,-6,-12,-11,-13,-16,-12,-12,-15,-9,-11,-15,-18,-14,-12,-13,-11,-3,-7,-12,-7,-7,-14,-6,-15,-10,-14
1817,39c932e480ae3f8d932e649a6438e551,2014-03-07,2014-03-07 15:19:47,2014-03-07 15:22:03,0,0,0,0,15,0,0,0,0,0,-12,-8,0,-14,-10,-9,-10,-7,0,0,0,0,-5,0,0,0,0,0,0,0
1840,f9583f763997f0a6ee03c75b8d399a47,2014-03-09,2014-03-09 10:07:10,2014-03-09 10:08:51,-18,-1,-16,-20,-16,-16,0,-19,-19,0,2,-16,-20,-18,-16,-19,-19,-16,0,-19,0,-17,-1,0,-15,-16,-16,-18,-18,-16
1729,d69ec6ca2c0bc89b3de381594adcd926,2014-02-25,2014-02-25 13:18:57,2014-02-25 13:21:12,0,112,0,-3,-5,0,0,0,-3,0,0,-19,-15,-14,-18,-21,-15,-9,-11,-8,-18,-9,-10,-9,-10,-12,-3,0,-9,0
1731,7b858dbed6ce6fc43bc10b48f0bc4630,2014-02-25,2014-02-25 13:53:27,2014-02-25 13:55:02,-13,-6,-4,-12,-7,-14,-12,-4,-8,-7,-14,-16,-13,-15,-18,-17,-15,-14,-14,-12,-16,-13,-14,-13,-16,-8,-14,-15,-17,-14
1732,4c929de3720d9d11ff9ff10f4425a92f,2014-02-25,2014-02-25 13:54:05,2014-02-25 13:56:27,13,17,16,22,24,9,0,-4,34,-1,-10,-11,-10,-7,-11,-10,-12,-9,-11,0,-8,0,-11,-11,-11,-11,-12,-12,0,-3
1736,2dc4cebb0ef3bf317256268aef11c162,2014-02-25,2014-02-25 16:33:40,2014-02-25 16:35:42,0,50,41,8,0,0,-10,0,0,0,-12,-14,-12,-14,-14,-14,-12,-13,-10,0,-11,-13,-11,-8,-12,-13,-14,-13,-12,-11
1738,5c37d9d3030fd8d0ca0d447d6ad915a3,2014-02-25,2014-02-25 16:56:35,2014-02-25 16:59:21,6,81,7,3,129,47,-4,85,99,7,-13,-15,-16,-16,-16,-16,-15,-15,-15,-7,-14,-16,-15,-10,-12,-15,17,-14,-15,-15
1874,950f1a4c20dfbb11ba582b587c16d31d,2014-03-11,2014-03-11 16:36:10,2014-03-11 16:37:32,-17,-16,-18,-16,-18,-18,-18,-18,-18,-17,-16,-16,-18,-18,-18,-18,-17,-18,-18,-13,-18,-17,-18,-18,-18,-18,-18,-18,-18,-18
1741,e58c2171e3e168f0a6e6defe628872c6,2014-02-26,2014-02-26 11:41:13,2014-02-26 11:43:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,761bfcf6ed720bc82bfe061e831577d3,2014-02-26,2014-02-26 12:06:57,2014-02-26 12:08:50,0,-14,0,-6,-8,-9,-12,-7,-2,0,-12,-16,-11,-12,-15,-17,-15,-16,-10,-17,-14,-12,-14,-12,-15,-10,-14,-14,-16,-14
1745,a003d40b3f55d87c0b74933c49f78817,2014-02-26,2014-02-26 13:12:23,2014-02-26 13:14:51,-8,-7,-6,-5,-4,-8,-12,-9,-8,-7,-10,-13,-12,-13,-12,-14,-12,-13,-4,-9,-8,-8,-8,-6,-7,-10,-8,-9,-7,-7
1755,f817bd9cbe6ab3732700a59298eb24de,2014-02-26,2014-02-26 15:22:07,2014-02-26 15:24:34,0,34,35,15,87,35,0,0,22,36,-14,-14,-11,-14,-13,-16,-14,-15,-6,-8,-12,-15,-13,-13,-13,-13,-14,-12,-12,-12
1756,814012afd296564425a89d42c3dccb07,2014-02-26,2014-02-26 15:23:51,2014-02-26 15:26:05,24,65,24,35,18,13,33,37,9,-1,-14,-13,0,-17,-16,-16,-16,-16,0,-15,-16,-17,-16,-14,-7,-16,-15,-16,-17,-15
1757,5e4e6c362d6e223e6a4fb26f5b54a76d,2014-02-26,2014-02-26 15:25:47,2014-02-26 15:28:41,159,66,24,116,98,43,33,66,8,10,-15,-14,-13,-13,-12,-15,-14,-15,-15,-14,-13,-13,-15,-15,-8,-13,-14,-14,-15,-13
1760,31c5cca3ba28255dae30f120e6add128,2014-02-26,2014-02-26 16:39:33,2014-02-26 16:41:50,29,22,16,8,38,8,0,7,13,0,-9,-10,-4,-12,-11,-12,-12,-11,0,0,-10,-12,-12,-12,-11,-12,-8,-10,-10,-10
1764,097881e312c2cff6a6cc00dae4dcf888,2014-02-26,2014-02-26 17:26:56,2014-02-26 17:29:05,-5,0,0,-9,17,0,0,-9,-7,14,0,-14,-14,-17,0,-15,-14,0,0,-4,-8,-7,-12,0,0,-11,0,-9,0,0
1765,a12246c745d8577da84ab8acf2ed1b8d,2014-02-26,2014-02-26 17:27:28,2014-02-26 17:30:10,9,20,75,3,39,38,24,12,22,16,0,-2,-13,-10,-9,-14,-13,-1,0,-9,-14,-15,-10,-13,-14,-12,-8,-14,-16,-15
1848,530ca0ca953d04de376d6d3171275819,2014-03-09,2014-03-09 23:31:14,2014-03-09 23:34:07,126,36,46,14,14,9,54,27,10,68,-13,-12,-10,-11,-8,-11,-10,-10,-11,4,3,-10,-12,-13,-11,-11,-8,-12,-11,-11
1766,8cf855edb1fed30eb8ba72c94685de82,2014-02-27,2014-02-27 13:26:25,2014-02-27 13:28:30,0,0,0,0,0,0,0,0,0,0,-14,-14,-9,-15,-14,-14,-16,-12,0,0,0,0,0,0,0,-12,0,0,0,0
1856,a4942e4d4669d9f81c18426cf98558e1,2014-03-10,2014-03-10 18:31:33,2014-03-10 18:36:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,01e9f0723f5f97dab397a6272362136f,2014-03-04,2014-03-04 13:43:26,2014-03-04 13:45:28,0,11,0,0,7,0,0,0,0,8,-13,-10,-13,-12,-12,-4,-12,-10,0,0,-11,-12,-9,-11,-9,-12,-12,-13,-11,-11
1768,d00bb7016a0d4d1ff78052e807685316,2014-02-27,2014-02-27 15:30:38,2014-02-27 15:32:26,0,0,-14,0,12,38,0,-4,0,-9,-15,-14,-14,-12,-15,-14,-11,-14,-16,-11,-8,-15,-19,-15,-14,-13,-8,-17,-11,-9
1772,f7afdfc94165a684311fa1ed16f972f1,2014-02-28,2014-02-28 14:04:11,2014-02-28 14:07:01,30,0,0,74,30,0,34,0,0,48,-11,0,-8,-13,-10,-12,-13,0,0,28,0,0,0,0,0,2,0,0,27,0
1770,7477423670dc6a76cc157d458e1f574f,2014-02-28,2014-02-28 13:26:52,2014-02-28 13:29:25,3,2,6,30,30,28,0,19,25,12,-13,-13,-11,-14,-13,-14,-14,-14,-4,-8,-9,-10,-8,-4,-10,-10,-8,-6,-4,-3
1825,c44424a1501a7ed6b9c2b5ecc36998fa,2014-03-07,2014-03-07 17:59:58,2014-03-07 18:02:18,10,0,0,0,0,7,0,0,0,0,-18,-17,-15,-17,-13,-13,-18,-15,-10,-13,-13,-12,-17,-19,-15,-14,11,-18,-18,-18
1991,b81195ecd7ba6718ca3f51fff90fd66c,2014-05-01,2014-05-01 00:36:42,2014-05-01 00:41:53,75,62,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,25,0,0,1,0,64,1,0,43
1977,c289ce326c0ad278ea5ddb68d55d89e3,2014-04-28,2014-04-28 21:20:24,2014-04-28 21:22:49,8,2,0,0,7,0,0,6,6,6,-15,-16,-1,-13,-16,-16,-15,-14,-14,-11,-14,-10,-12,-10,-14,-1,-6,-9,-7,-9
1782,7dbde71868130998c2e5abac43c279b5,2014-03-04,2014-03-04 13:15:14,2014-03-04 13:17:24,9,6,2,3,7,4,0,0,3,0,-9,-15,-6,-17,-12,-9,-8,-4,0,-13,-12,-1,-4,-7,0,-6,0,-6,-14,-3
1793,69c135140914b87dfd35e8fbda5373ad,2014-03-04,2014-03-04 16:46:49,2014-03-04 16:48:41,-4,2,-8,-3,-3,-1,-10,-8,-5,0,-16,-15,-14,-11,-15,-9,-14,-15,-5,-10,-8,-14,-12,-14,-13,-12,-10,-16,-11,-14
1838,449ffdb1cb4e1e8f45330f4aa2ff9361,2014-03-08,2014-03-08 20:41:26,2014-03-08 20:43:27,-12,59,-20,-19,-19,-15,10,0,-12,-8,-13,-14,-19,-15,-12,-14,-20,-14,-18,-16,0,-17,-18,-14,-16,-18,0,-12,-17,-4
1878,ad504bcecd0c3836097e99a41a016725,2014-03-11,2014-03-11 21:10:44,2014-03-11 21:13:35,33,11,5,38,86,6,45,-2,24,4,-15,-16,-9,-15,-14,-14,-16,-15,-7,-12,-12,-5,-13,-9,-8,-10,-12,-14,-12,-6
1795,f90a7382837dd9a47a7aa768fcddcf33,2014-03-05,2014-03-05 12:04:43,2014-03-05 12:06:35,-12,-14,0,0,-15,-12,-15,-15,0,-11,-14,0,-11,0,-12,-14,-14,0,-15,-9,-16,-15,-13,-13,0,0,-14,-11,-11,-7
2869,86bf3dec9388ae3ec3b8aa5daba0f3e9,2014-12-04,2014-12-04 00:26:37,2014-12-04 00:29:45,-9,0,0,0,0,0,0,135,0,16,-16,0,-14,12,0,-7,0,-19,0,-14,0,0,0,23,0,0,0,0,31,0
1855,2f85a5c0d1d5bddb595cd8e97b968a5b,2014-03-10,2014-03-10 17:29:29,2014-03-10 17:32:26,0,0,0,0,0,0,-2,0,0,0,0,0,-1,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0
1843,6c88a2c28d56bbe628c20cd1d3efd03f,2014-03-09,2014-03-09 16:40:00,2014-03-09 16:42:47,0,-6,-15,11,-3,31,-14,-7,-8,-5,-14,-5,-6,-13,-12,-14,-2,-10,-6,-4,-10,-14,-10,-2,-7,-10,-11,-8,-2,-6
1836,a9134e67e0cf25c990e3eaccad42bcb4,2014-03-08,2014-03-08 19:29:08,2014-03-08 19:31:37,62,-13,-14,-1,10,-11,-12,-4,-11,-12,-10,-14,-11,-9,-14,-11,-10,-5,-12,-13,13,-10,-14,-14,-10,-11,-12,-14,-13,-10
1845,c57c5e2857a82fbbbb102f1f11d5286e,2014-03-09,2014-03-09 19:04:19,2014-03-09 19:07:35,0,6,0,18,0,32,19,0,4,52,0,0,11,6,6,2,3,-3,8,3,35,0,47,13,0,17,11,12,14,0
1894,b7e6232cd7c5e817ad70eeb8f3e87c6a,2014-03-12,2014-03-12 21:00:24,2014-03-12 21:02:43,10,-13,15,-12,-7,-7,-13,-11,-12,-14,-14,-14,-11,-16,-9,-15,-10,-13,-14,0,-9,-13,-13,-15,-13,-8,-7,-14,-18,-14
1850,a86d4f142679bf3458118cc9cf87d960,2014-03-10,2014-03-10 15:15:57,2014-03-10 15:18:35,48,0,52,0,46,50,-12,32,-11,19,-15,-15,-9,-7,-11,-12,-13,-5,-12,-8,0,-13,-10,-10,-7,-10,-14,-12,-14,-11
